text,label,label_text
NEH must be considered in lupus patients receiving cytotoxic agents to avoid inappropriate use of corticosteroids or antibiotics in this self-limited condition.,0,Not-Related
"The possible role of the autonomic nervous system in the causation of acute coronary vasospasm is discussed, and this is highlighted as an unusual cause of myocardial ischemia during thoracic spine surgery.",0,Not-Related
"Although activated clotting time (ACT) monitoring is encouraged to verify the adequacy of anticoagulation during the procedures, this is not a common practice in many laboratories.",0,Not-Related
"Although a few cases of ""sarcomas"" of the endometrium that had developed in an estrogenic setting have been reported, a clear-cut association between estrogenic stimulation and these forms of endometrial cancer has not been established.",0,Not-Related
The spectrum of nitrofurantoin lung injury continues to widen.,1,Related
Naproxen is a commonly used nonsteroidal anti-inflammatory drug (NSAID) whose side effects include tinnitus and transient hearing loss.,1,Related
"Interference with the cortisol axis by the microtubule antagonist, CPH82.",1,Related
Comorbidity of parkinsonism and schizophrenia in a patient treated with clozapine.,0,Not-Related
"Electrophysiological study revealed atrioventricular nodal reentrant tachycardia in the first case, and atrioventricular reentrant tachycardia due to a concealed left lateral accessory pathway in the second case.",0,Not-Related
A noninvasive method in the differential diagnosis of vecuronium-induced and magnesium-induced protracted neuromuscular block in a severely preeclamptic patient.,1,Related
"There are several factors which might promote a peripheral ischemic response to vasopressin in the bleeding cirrhotic patient, including altered resting hemodynamics, increased resting sympathetic tone, impaired vasodilation as a compensatory response to vasopressin, and reduced hepatic drug clearance.",0,Not-Related
Pravastatin is associated with myotonia in animals.,1,Related
CONCLUSIONS: Peripheral administration of low-dose vasopressin for septic shock should be discouraged because of the risk of ischemic skin complications.,1,Related
"Two case reports are presented: the first with clozapine challenge after eosinophilia, the second under clozapine treatment and no previous haematological side effects.",0,Not-Related
"It is suggested that cholestyramine, by reducing vitamin D absorption, precipitated the rapid development of osteomalacia in this patient.",0,Not-Related
Alternating antineutrophil cytoplasmic antibody specificity: drug-induced vasculitis in a patient with Wegener's granulomatosis.,0,Not-Related
Stevens-Johnson syndrome and toxic epidermal necrolysis: consequence of treatment of an emerging pathogen.,0,Not-Related
Dermal side reactions to SSRI-drugs in these patients may be due to high activity in the serotonergic system at the dermal and epidermo-dermal junctional area rather than a hypersensitivity to the drug molecule itself.,0,Not-Related
All patients had experienced multiple episodes of severe hypoglycaemia and had impaired awareness of hypoglycaemia.,0,Not-Related
Aquagenic pruritus responding to intermittent photochemotherapy.,0,Not-Related
"The authors describe a 19-year-old girl with a history of recurrent late-onset, febrile cholangitis in whom persistent jaundice developed.",0,Not-Related
The international literature regarding opportunistic infections after immunosuppressive therapy with alemtuzumab with particular attention on fungal infections has also been reviewed.,1,Related
Successful intraoperative use of recombinant tissue plasminogen activator during liver transplantation complicated by massive intracardiac/pulmonary thrombosis.,0,Not-Related
"On postoperative day 17, she demonstrated hyperkalaemia and metabolic acidosis; she was diagnosed to have hyperkalaemic distal RTA with aldosterone deficiency (type IV).",0,Not-Related
"Methotrexate-associated nephropathy is a rare complication in pediatric oncology, and a review of the literature suggests that exposure to nephrotoxic agents may be a significant but perhaps underrecognized risk factor for its development.",1,Related
Retinoic acid syndrome in acute promyelocytic leukemia.,0,Not-Related
Toxic effects were less severe than previously described: this may be attributable to relatively low doses of DCF or to precautions taken to prevent tumour lysis syndrome.,0,Not-Related
"The authors performed a literature search using PubMed and the search terms ""gemcitabine"" and ""radiation recall"" to find prior cases of radiation recall attributed to gemcitabine.",0,Not-Related
"This case suggests that, when TMP/SMX is combined with glipizide, patients should be closely monitored, especially those at high risk for hypoglycemia.",0,Not-Related
"While the true correlation remains unknown, allergic cross-reactivity may occur between sulfonamide antibiotics and non-antibiotics, such as loop diuretics.",0,Not-Related
CONCLUSION: This is the first report of keratitis caused by Nocardia exalbida.,0,Not-Related
Imatinib mesylate-related fatal acute hepatic failure in a patient with chronic myeloid leukaemia and chronic hepatitis B infection.,1,Related
Patch testing with NSAIDs is useful for confirming clinical diagnoses of delayed hypersensitivity to these drugs.,0,Not-Related
Whether these drugs adversely affect hepatobiliary scans is unknown.,0,Not-Related
The child was treated with resin hemoperfusion (XAD-4) to reduce her serum chloramphenicol concentration.,0,Not-Related
We suggest that the treatment of hypoglycaemia with 50% solution of dextrose is associated with a significant risk factor in those diabetic individuals who are either allergic or are receiving beta-adrenoreceptor blocking drugs.,0,Not-Related
"Physical exam revealed a patient with aphasia, tremor, and an expressionless face, able to make eye contact and move all four extremities.",0,Not-Related
"His complete remission was maintained with a nitrosourea, nitrogen mustard and methotrexate for 3 years.",0,Not-Related
Schizophrenia-like psychosis caused by a metabolic disorder.,0,Not-Related
Sirolimus-associated pneumonitis has been described in renal transplant patients.,0,Not-Related
"DLST is a good diagnostic tool for AZA allergy, especially for severe drug allergy cases.",1,Related
Herbal medicine induced Stevens-Johnson syndrome: a case report.,0,Not-Related
"We report on a 30-year-old man with metastatic non seminomatous germ cell tumor of the left testicle to the abdomen and the lungs, who suddenly developed a bilateral spontaneous pneumothorax after the first course of salvage chemotherapy.",0,Not-Related
RESULTS: Withdrawal of oral colchicine therapy was followed by rapid corneal wound healing in both patients.,0,Not-Related
A case report is presented concerning the administration of ketanserin in the treatment of pulmonary vasoconstriction and right ventricular failure following the infusion of protamine in a patient undergoing coronary artery bypass surgery and mitral valve replacement.,1,Related
"We describe a 61-year-old woman with ""broken heart syndrome"" (Takotsubo-like cardiomyopathy) after abrupt postsurgical withdrawal of OxyContin.",0,Not-Related
"METHODS: We evaluated all neonates who received prostaglandin E1 in our hospital between October 1, 1989, and September 30, 1991, for clinical, radiologic, or pathological evidence of acute gastric-outlet obstruction.",0,Not-Related
